390,91,81,15
391,98,76,29
392,86,24,67
393,60,39,51
394,50,100,72
395,39,31,52
396,60,48,49
397,61,46,14
398,69,75,8
399,56,61,93
400,30,96,90
401,73,47,32
402,54,74,13
403,64,51,95
404,57,55,31
405,7,1,70
406,3,20,46
407,52,42,94
408,41,63,31
409,98,9,45
410,58,82,32
411,3,13,24
412,43,43,87
413,9,98,40
414,15,81,24
415,83,22,90
416,93,65,65
417,52,39,34
418,17,2,56
419,31,81,67
420,45,16,22
421,39,58,61
422,48,99,62
423,70,61,24
424,49,81,82
425,27,30,21
426,24,2,86
427,36,88,83
428,83,51,47
429,82,77,76
430,11,14,30
431,34,6,54
432,36,25,20
433,42,17,12
434,81,18,13
435,64,39,61
436,98,13,30
437,71,43,49
438,9,56,79
439,95,71,70
440,77,54,2
441,8,86,3
442,96,33,67
443,14,84,91
444,51,83,96
445,46,13,18
446,52,42,94
447,35,95,92
448,46,86,99
449,64,43,72
450,21,60,74
451,84,65,83
452,97,27,81
453,28,90,53
454,3,42,74
455,49,41,1
456,1,26,34
457,26,75,55
458,17,71,31
459,90,88,99
460,82,4,48
461,34,91,53
462,64,5,86
463,79,67,35
464,94,15,50
465,75,29,96
466,55,44,64
467,82,7,1
468,96,35,4
469,51,90,66
470,20,94,97
471,41,52,4
472,10,46,44
473,87,50,68
474,54,23,9
475,85,69,88
476,98,50,77
477,87,21,6
478,77,80,29
479,99,41,18
480,49,28,52
481,57,54,15
482,76,73,15
483,79,4,89
484,10,45,28
485,12,17,61
486,39,43,18
487,45,96,16
488,50,12,80
489,70,36,72
490,7,62,41
491,54,76,100
492,35,89,68
493,22,23,93
494,18,2,28
495,71,82,99
496,91,77,79
497,74,34,15
498,88,8,49
499,26,51,45
500,81,54,71
501,93,60,48
502,91,94,2
503,38,95,8
504,38,73,35
505,71,21,59
506,20,96,42
507,49,10,38
508,77,1,88
509,6,96,80
510,21,84,30
511,88,87,4
512,21,45,42
513,18,96,14
514,49,77,8
515,68,12,51
516,100,2,10
517,39,55,67
518,26,54,61
519,10,38,6
520,32,65,23
521,68,50,57
522,29,17,70
523,58,67,20
524,29,25,18
525,31,34,24
526,63,78,98
527,66,80,56
528,1,32,95
529,66,93,81
530,15,44,31
531,73,61,39
532,39,84,84
533,66,18,9
534,45,25,42
535,71,23,1
536,20,34,32
537,26,89,8
538,25,27,100
539,5,14,59
540,38,16,61
541,8,40,63
542,56,35,83
543,90,30,47
544,83,36,79
545,45,66,37
546,67,92,80
547,58,24,45
548,1,94,42
549,5,51,75
550,94,64,92
551,26,22,38
552,87,24,94
553,19,24,3
554,61,86,47
555,19,55,62
556,97,70,32
557,50,70,82
558,37,63,32
559,49,12,54
560,73,33,46
561,11,60,62
562,33,9,13
563,70,6,31
564,15,38,21
565,58,29,72
566,36,45,100
567,88,24,58
568,21,56,49
569,60,62,61
570,98,53,86
571,96,51,70
572,49,49,42
573,78,4,80
574,93,29,38
575,32,18,1
576,86,67,83
577,44,57,82
578,46,20,39
579,52,15,32
580,47,27,89
581,56,24,63
582,40,7,74
583,51,23,98
584,88,73,84
585,63,23,27
586,54,81,96
587,68,33,55
588,23,11,97
589,20,60,24
590,88,42,16
591,44,85,33
592,31,9,5
593,63,45,78
594,80,54,18
595,80,96,82
596,26,48,51
597,43,14,84
598,24,96,10
599,92,34,46
600,15,43,18
601,30,26,46
602,10,82,95
603,72,30,77
604,52,92,42
605,74,82,26
606,28,91,13
607,41,43,6
608,6,15,33
609,22,68,91
610,32,44,14
611,67,38,33
612,51,81,13
613,5,13,57
614,73,85,30
615,49,23,67
616,3,43,55
617,86,40,96
618,64,80,65
619,70,41,56
620,31,46,45
621,3,72,84
622,6,69,63
623,2,90,56
624,2,83,37
625,100,4,70
626,21,3,18
627,91,39,36
628,22,48,83
629,12,71,1
630,33,92,47
631,90,2,98
632,19,18,53
633,79,91,70
634,70,29,9
635,79,71,94
636,79,56,61
637,16,82,54
638,59,10,29
639,83,33,89
640,42,27,23
641,79,38,25
642,73,10,19
643,4,15,7
644,35,33,70
645,99,12,60
646,11,83,31
647,94,35,28
648,78,13,15
649,46,5,26
650,27,46,62
651,1,87,43
652,54,11,44
653,17,6,25
654,90,73,48
655,32,64,18
656,49,99,42
657,43,97,80
658,70,74,31
659,65,81,24
660,15,12,11
661,93,54,20
662,59,91,88
663,37,81,39
664,77,80,56
665,11,25,50
666,26,10,25
667,30,16,69
668,66,100,31
669,66,26,59
670,79,52,2
671,76,89,87
672,3,70,26
673,9,67,50
674,71,73,30
675,34,54,10
676,76,38,86
677,19,31,36
678,96,37,22
679,64,2,14
680,4,28,88
681,42,81,81
682,43,94,50
683,29,20,27
684,88,25,97
685,33,91,79
686,5,93,92
687,55,85,91
688,45,98,41
689,16,36,34
690,53,3,83
691,60,30,38
692,34,72,21
693,47,95,55
694,53,23,44
695,79,47,50
696,45,45,87
697,95,69,23
698,68,51,1
699,3,14,76
700,70,20,58
701,61,6,35
702,8,83,6
703,97,74,59
704,44,95,7
705,88,12,38
706,38,65,60
707,20,25,76
708,23,72,79
709,94,27,46
710,7,31,27
711,82,50,5
712,47,96,77
713,50,10,48
714,6,52,71
715,83,19,35
716,22,85,95
717,43,33,57
718,75,33,19
719,31,47,61
720,88,75,7
721,46,45,53
722,25,61,59
723,60,50,28
724,52,48,35
725,44,10,72
726,58,53,1
727,57,2,80
728,67,82,16
729,74,72,83
730,79,51,95
731,46,89,13
732,85,59,19
733,64,63,23
734,46,88,59
735,16,23,9
736,60,67,80
737,28,60,1
738,30,58,99
739,14,68,62
740,9,78,62
741,41,28,73
742,20,68,43
743,19,79,92
744,83,96,56
745,7,96,55
746,64,62,15
747,39,86,64
748,22,41,82
749,77,43,50
750,1,51,9
751,20,28,46
752,12,67,12
753,73,69,75
754,56,35,38
755,33,79,50
756,42,8,62
757,17,11,79
758,83,4,70
759,85,43,81
760,73,22,97
761,2,72,10
762,51,43,62
763,86,4,5
764,50,71,69
765,15,12,92
766,11,50,66
767,3,37,47
768,85,33,11
769,46,26,62
770,31,68,34
771,37,31,64
772,51,67,28
773,31,94,48
774,83,52,20
775,43,76,10
776,51,87,48
777,97,18,66
778,72,81,87
779,88,93,32
780,35,10,15
781,97,5,51
782,59,11,26
783,72,93,53
784,20,86,98
785,12,53,86
786,33,66,95
787,19,18,68
788,91,23,27
789,53,93,73
790,39,98,72
791,3,71,93
792,90,64,70
793,88,73,75
794,39,30,54
795,60,56,82
796,64,25,53
797,57,96,78
798,23,40,50
799,76,9,51
800,65,16,95
801,12,9,47
802,1,16,90
803,91,64,11
804,89,100,20
805,45,13,5
806,79,94,11
807,12,71,61
808,2,49,43
809,100,70,45
810,78,54,50
811,14,53,10
812,85,33,16
813,53,32,2
814,20,58,4
815,90,15,25
816,62,39,71
817,77,29,80
818,49,24,18
819,82,26,96
820,51,45,88
821,1,64,59
822,79,12,81
823,33,45,11
824,1,100,22
825,12,96,71
826,7,13,48
827,40,73,87
828,81,15,19
829,3,90,96
830,92,24,52
831,37,80,47
832,59,66,75
833,50,91,23
834,52,93,95
835,25,25,30
836,13,96,28
837,58,32,20
838,76,79,58
839,92,80,36
840,83,13,70
841,52,35,56
842,91,37,81
843,68,78,21
844,18,64,69
845,87,85,7
846,31,40,22
847,38,37,91
848,87,29,96
849,45,28,9
850,71,28,76
851,46,10,20
852,49,91,24
853,25,79,13
854,24,38,7
855,31,84,49
856,76,3,84
857,50,41,70
858,70,7,44
859,40,74,78
860,70,96,87
861,19,77,25
862,31,63,1
863,86,21,94
864,5,46,31
865,59,65,76
866,59,70,28
867,11,41,47
868,47,54,95
869,89,37,88
870,57,45,2
871,97,41,50
872,16,20,78
873,53,48,12
874,86,58,85
875,42,73,40
876,47,32,8
877,4,23,68
878,93,83,42
879,49,98,61
880,21,72,14
881,76,65,14
882,51,29,62
883,27,90,42
884,63,27,49
885,5,62,63
886,5,16,47
887,42,22,75
888,80,68,69
889,15,76,32
890,24,84,19
891,55,51,7
892,100,8,47
893,12,32,33
894,15,43,63
895,23,71,88
896,67,97,43
897,41,80,18
898,83,54,80
899,48,44,26
900,59,96,56
901,45,46,46
902,99,6,23
903,96,11,32
904,7,97,80
905,29,45,18
906,25,56,73
907,56,91,9
908,2,4,92
909,35,10,83
910,1,66,92
911,26,27,70
912,66,8,19
913,55,80,7
914,24,88,83
915,9,23,20
916,27,42,20
917,12,56,41
918,60,33,60
919,29,51,65
920,5,39,28
921,8,23,82
922,86,11,74
923,98,56,45
924,61,52,48
925,75,74,39
926,75,62,14
927,41,95,16
928,56,73,54
929,20,66,26
930,5,19,37
931,22,18,43
932,10,82,36
933,4,25,78
934,28,10,37
935,42,55,3
936,47,61,92
937,85,1,11
938,17,27,80
939,47,83,29
940,74,52,22
941,87,60,15
942,4,50,94
943,51,27,36
944,71,73,45
945,81,67,28
946,23,74,68
947,6,93,45
948,26,81,24
949,97,85,90
950,66,56,51
951,41,77,60
952,34,10,93
953,4,16,29
954,23,46,2
955,84,60,95
956,12,33,69
957,66,33,39
958,13,76,48
959,10,78,73
960,73,6,83
961,78,54,43
962,93,96,78
963,94,44,28
964,88,53,17
965,69,3,27
966,52,63,47
967,64,46,55
968,47,59,29
969,44,78,86
970,95,61,29
971,47,75,30
972,88,54,12
973,96,6,1
974,84,62,36
975,36,4,7
976,85,29,34
977,85,72,42
978,18,93,24
979,47,24,55
980,38,34,24
981,73,36,40
982,77,70,1
983,9,84,100
984,88,63,11
985,47,57,31
986,92,97,53
987,71,40,5
988,69,63,30
989,11,23,37
990,3,33,76
991,69,21,40
992,40,72,82
993,54,76,13
994,94,3,99
995,67,13,63
996,4,2,36
997,92,90,91
998,38,51,91
999,11,3,12
1000,74,24,98
1001,60,43,71
1002,30,87,69
1003,14,47,13
1004,21,81,57
1005,17,73,65
1006,34,65,50
1007,67,42,56
1008,50,52,66
1009,45,51,87
1010,2,88,85
1011,80,71,90
1012,42,85,5
1013,67,67,99
1014,61,68,48
1015,36,92,31
1016,100,41,92
1017,73,47,74
1018,2,51,18
1019,58,16,88
1020,99,69,74
1021,39,99,35
1022,13,48,27
1023,45,95,57
1024,57,36,48
1025,61,58,9
1026,50,44,52
1027,40,68,19
1028,82,100,94
1029,45,39,27
1030,61,55,63
1031,100,59,72
1032,90,37,100
1033,48,45,86
1034,51,44,96
1035,18,44,43
1036,81,79,5
1037,22,63,45
1038,80,40,38
1039,20,16,82
1040,88,38,75
1041,63,23,20
1042,95,60,39
1043,21,92,75
1044,27,69,5
1045,38,92,39
1046,86,6,77
1047,1,16,52
1048,78,94,94
1049,24,40,25
1050,52,76,87
1051,24,69,48
1052,96,91,99
1053,48,58,87
1054,97,68,23
1055,17,80,80
1056,87,53,43
1057,47,75,77
1058,37,64,65
1059,99,82,51
1060,99,94,91
1061,19,4,88
1062,80,41,85
1063,50,46,27
1064,73,84,44
1065,86,96,37
1066,35,40,66
1067,28,33,85
1068,58,71,68
1069,94,37,73
1070,59,28,12
1071,2,13,88
1072,90,92,35
1073,11,10,20
1074,77,16,40
1075,67,50,100
1076,95,15,23
1077,10,85,10
1078,57,46,75
1079,43,42,56
1080,10,42,59
1081,38,21,13
1082,84,26,13
1083,9,91,38
1084,82,28,82
1085,65,96,53
1086,78,74,93
1087,1,40,33
1088,99,72,35
1089,6,88,69
1090,1,84,65
1091,30,25,9
1092,95,68,71
1093,74,65,27
1094,83,49,17
1095,42,33,43
1096,58,86,73
1097,66,44,66
1098,42,7,77
1099,5,92,57
1100,74,67,81
1101,22,24,47
1102,2,8,9
1103,41,71,95
1104,14,89,55
1105,75,98,27
1106,95,89,60
1107,2,18,37
1108,49,86,18
1109,1,3,37
1110,12,93,27
1111,36,95,52
1112,64,69,58
1113,9,66,36
1114,84,41,99
1115,42,77,61
1116,50,5,39
1117,44,90,24
1118,70,1,93
1119,43,17,75
1120,62,46,92
1121,25,84,86
1122,46,46,14
1123,56,25,100
1124,59,63,21
1125,39,18,84
1126,98,35,49
1127,33,48,76
1128,74,11,13
1129,13,2,78
1130,52,51,78
1131,79,99,14
1132,17,55,28
1133,13,39,70
1134,88,64,20
1135,41,25,60
1136,95,56,69
1137,81,97,52
1138,90,78,13
1139,30,51,36
1140,48,75,51
1141,67,22,8
1142,15,87,3
1143,72,69,60
1144,62,14,84
1145,94,79,76
1146,14,2,99
1147,46,57,27
1148,18,57,20
1149,40,82,37
1150,17,22,36
1151,12,8,6
1152,63,17,5
1153,55,12,58
1154,87,44,96
1155,68,2,73
1156,65,81,12
1157,62,94,52
1158,54,73,8
1159,86,76,33
1160,93,79,9
1161,68,43,73
1162,87,73,89
1163,66,92,27
1164,80,69,31
1165,44,76,69
1166,77,56,65
1167,43,21,11
1168,92,71,74
1169,40,69,69
1170,96,96,55
1171,43,90,84
1172,92,18,26
1173,39,58,98
1174,53,17,30
1175,58,18,99
1176,77,98,2
1177,59,85,84
1178,40,39,59
1179,78,55,55
1180,73,47,83
1181,64,73,18
1182,41,76,38
1183,88,69,60
1184,20,78,40
1185,18,17,5
1186,67,6,31
1187,16,84,17
1188,50,95,41
1189,90,50,56
1190,38,80,76
1191,77,95,29
1192,26,20,90
1193,32,18,75
1194,31,65,32
1195,61,67,49
1196,98,7,23
1197,73,14,87
1198,97,79,72
1199,88,76,3
1200,78,11,26
1201,48,77,93
1202,41,58,56
1203,53,79,74
1204,37,16,53
1205,53,2,98
1206,13,94,19
1207,4,87,36
1208,94,86,74
1209,85,29,18
1210,15,69,29
1211,12,83,70
1212,24,8,39
1213,24,17,15
1214,30,11,19
1215,35,24,89
1216,44,80,96
1217,94,62,19
1218,98,94,2
1219,1,69,4
1220,36,43,86
1221,47,32,81
1222,26,34,10
1223,1,94,41
1224,57,79,65
1225,19,49,8
1226,37,84,9
1227,6,18,64
1228,59,28,44
1229,48,35,49
1230,44,15,51
1231,75,100,11
1232,21,98,26
1233,85,90,59
1234,47,55,52
1235,54,54,24
1236,24,80,58
1237,2,76,95
1238,79,98,11
1239,25,2,31
1240,73,32,3
1241,35,20,28
1242,85,84,7
1243,5,39,16
1244,73,93,70
1245,94,76,26
1246,15,6,14
1247,5,60,75
1248,21,27,63
1249,62,37,2
1250,14,41,77
1251,16,3,7
1252,71,100,18
1253,96,43,24
1254,29,95,21
1255,31,58,40
1256,17,81,33
1257,31,67,6
1258,38,59,46
1259,42,45,66
1260,3,52,14
1261,84,15,28
1262,82,71,97
1263,60,5,78
1264,5,4,14
1265,15,84,35
1266,24,38,66
1267,57,92,94
1268,54,79,87
1269,18,87,21
1270,92,59,91
1271,45,19,87
1272,46,87,85
1273,70,42,83
1274,1,87,91
1275,73,22,27
1276,72,36,56
1277,100,79,100
1278,54,9,80
1279,76,63,38
1280,11,44,22
1281,51,36,79
1282,36,51,4
1283,14,41,71
1284,25,83,60
1285,12,100,58
1286,98,1,32
1287,30,49,9
1288,14,2,79
1289,12,60,31
1290,42,12,31
1291,50,63,3
1292,23,73,51
1293,33,1,42
1294,16,68,82
1295,35,93,97
1296,83,50,16
1297,71,94,63
1298,84,31,45
1299,57,17,10
1300,92,31,18
1301,66,96,90
1302,25,16,44
1303,90,4,25
1304,63,12,39
1305,15,80,72
1306,37,18,11
1307,61,46,22
1308,40,46,12
1309,14,96,37
1310,18,11,91
1311,37,37,16
1312,55,73,82
1313,36,44,45
1314,71,42,69
1315,80,32,40
1316,90,13,40
1317,10,87,20
1318,32,54,78
1319,6,99,57
1320,38,21,48
1321,71,37,66
1322,55,57,99
1323,24,66,79
1324,67,2,33
1325,72,45,85
1326,61,24,96
1327,35,25,70
1328,10,9,62
1329,74,89,80
1330,28,66,54
1331,99,68,39
1332,15,7,86
1333,91,36,92
1334,36,22,62
1335,15,95,48
1336,65,5,80
1337,4,55,65
1338,35,44,52
1339,75,88,23
1340,5,90,29
1341,73,31,27
1342,27,16,11
1343,65,81,94
1344,91,14,3
1345,36,36,87
1346,26,41,64
1347,45,34,9
1348,81,84,35
1349,91,49,50
1350,32,89,10
1351,23,91,51
1352,24,11,100
1353,56,95,20
1354,92,34,22
1355,3,47,60
1356,57,41,41
1357,70,2,25
1358,25,29,16
1359,13,76,69
1360,17,91,40
1361,94,41,6
1362,84,75,80
1363,94,27,28
1364,25,35,57
1365,95,91,89
1366,38,99,27
1367,70,75,28
1368,8,65,77
1369,7,24,78
1370,81,47,32
1371,8,27,30
1372,97,42,61
1373,39,29,82
1374,100,1,91
1375,71,17,5
1376,43,44,17
1377,82,8,93
1378,11,50,78
1379,59,92,100
1380,93,4,63
1381,72,91,32
1382,69,3,96
1383,100,85,82
1384,6,99,76
1385,67,36,64
1386,63,83,32
1387,36,48,71
1388,76,10,89
1389,28,97,13
1390,56,19,68
1391,16,63,81
1392,88,16,71
1393,64,83,58
1394,95,14,34
1395,57,6,56
1396,99,44,2
1397,32,91,96
1398,56,68,74
1399,38,29,36
1400,41,70,34
1401,74,67,64
1402,45,87,50
1403,92,9,45
1404,84,52,61
1405,66,71,100
1406,18,2,73
1407,91,57,60
1408,48,12,16
1409,53,90,83
1410,40,3,76
1411,87,19,45
1412,57,61,34
1413,80,99,9
1414,75,92,88
1415,6,24,31
1416,21,99,12
1417,32,78,45
1418,52,76,39
1419,46,88,67
1420,39,97,34
1421,71,85,46
1422,19,25,61
1423,58,28,82
1424,48,59,26
1425,74,91,36
1426,60,92,17
1427,77,53,16
1428,15,93,18
1429,31,49,69
1430,84,61,84
1431,8,25,18
1432,34,90,62
1433,92,28,55
1434,77,48,71
1435,1,11,68
1436,29,75,5
1437,100,46,75
1438,10,11,64
1439,92,94,32
1440,57,26,10
1441,92,3,95
1442,22,17,67
1443,31,32,44
1444,16,61,84
1445,68,66,91
1446,14,21,17
1447,44,53,47
1448,6,76,50
1449,8,16,6
1450,84,18,39
1451,37,53,76
1452,67,55,91
1453,8,44,85
1454,22,71,24
1455,98,30,72
1456,41,53,94
1457,33,82,12
1458,40,72,23
1459,14,13,86
1460,32,1,83
1461,34,23,65
1462,68,10,33
1463,99,3,65
1464,1,37,25
1465,63,55,6
1466,10,39,64
1467,46,6,37
1468,22,48,40
1469,91,97,45
1470,18,56,84
1471,25,82,56
1472,87,90,18
1473,78,46,6
1474,97,41,50
1475,100,97,40
1476,82,82,96
1477,37,8,18
1478,2,49,32
1479,5,100,77
1480,11,48,87
1481,21,26,5
1482,53,48,66
1483,41,17,21
1484,11,87,24
1485,26,89,74
1486,100,47,90
1487,55,74,13
1488,43,38,42
1489,65,95,21
1490,100,38,39
1491,28,87,44
1492,56,100,96
1493,11,33,97
1494,38,25,50
1495,36,59,40
1496,29,73,93
1497,5,46,3
1498,1,71,65
1499,61,93,45
1500,64,32,89
1501,27,79,5
1502,46,22,14
1503,93,36,53
1504,15,5,90
1505,18,53,64
1506,46,67,10
1507,41,44,12
1508,100,19,75
1509,87,23,25
1510,39,47,37
1511,87,19,60
1512,47,33,60
1513,96,81,64
1514,2,20,91
1515,36,2,63
1516,65,46,48
1517,1,45,46
1518,61,39,42
1519,11,34,31
1520,44,90,84
1521,83,90,50
1522,95,74,65
1523,58,18,40
1524,79,70,4
1525,56,37,87
1526,17,83,46
1527,69,30,60
1528,85,10,42
1529,2,5,47
1530,9,85,17
1531,36,86,79
1532,4,89,84
1533,5,58,41
1534,86,4,24
1535,84,75,29
1536,69,46,15
1537,99,48,9
1538,24,84,80
1539,97,25,90
1540,95,68,10
1541,49,2,71
1542,99,8,67
1543,13,1,31
1544,38,49,80
1545,1,33,82
1546,60,4,12
1547,80,75,66
1548,88,64,25
1549,96,32,10
1550,97,42,33
1551,87,13,36
1552,75,17,26
1553,60,35,87
1554,5,20,69
1555,34,30,86
1556,82,50,23
1557,9,82,77
1558,33,47,73
1559,11,79,81
1560,64,57,49
1561,11,81,74
1562,24,63,84
1563,69,67,64
1564,78,90,54
1565,40,50,51
1566,4,3,12
1567,32,80,81
1568,62,74,42
1569,53,93,63
1570,88,73,50
1571,11,81,15
1572,5,79,42
1573,37,59,54
1574,38,86,18
1575,67,93,70
1576,5,90,95
1577,75,51,20
1578,44,66,52
1579,93,31,89
1580,32,71,92
1581,58,16,90
1582,29,32,75
1583,2,51,64
1584,5,25,7
1585,4,99,59
1586,72,9,28
1587,8,33,18
1588,72,47,14
1589,18,21,52
1590,38,20,48
1591,78,79,8
1592,68,41,55
1593,29,61,26
1594,94,74,90
1595,29,58,3
1596,47,81,43
1597,30,14,83
1598,68,24,14
1599,43,50,29
1600,69,16,64
1601,47,7,27
1602,100,36,72
1603,23,78,19
1604,52,35,98
1605,62,52,82
1606,15,45,82
1607,72,46,71
1608,21,99,78
1609,36,44,20
1610,52,43,82
1611,69,59,78
1612,30,75,17
1613,95,74,69
1614,24,27,76
1615,76,89,1
1616,82,54,90
1617,61,17,39
1618,86,64,27
1619,60,14,74
1620,38,89,64
1621,82,97,39
1622,12,47,72
1623,51,36,5
1624,55,2,16
1625,20,63,5
1626,99,81,90
1627,15,48,51
1628,3,13,59
1629,7,26,53
1630,50,97,54
1631,92,91,44
1632,49,6,57
1633,76,95,16
1634,78,56,15
1635,95,11,34
1636,64,64,89
1637,29,2,53
1638,47,32,62
1639,9,87,96
1640,33,36,89
1641,38,36,25
1642,47,77,21
1643,66,24,13
1644,55,86,79
1645,63,4,35
1646,67,18,8
1647,9,66,18
1648,68,71,49
1649,36,63,80
1650,77,43,23
1651,17,88,80
1652,88,53,23
1653,17,65,1
1654,19,78,87
1655,62,10,2
1656,55,34,35
1657,12,17,59
1658,11,66,8
1659,89,61,64
1660,62,57,91
1661,79,87,21
1662,11,31,3
1663,88,48,24
1664,70,93,87
1665,46,19,45
1666,15,94,29
